faculty,code,title,description,docID
ADM,6286,International E-Business Strategies for EBT (1.5 unit),"International trends in the global economy together with assessment of risks, and associated international e-business opportunities. Strategies for translating international opportunities into e-businesses, including localizing international web-based content, developing international supply networks, international crowdsourcing, international payments and international collaboration. How to address local laws on privacy, intellectual property and business contracts. Courses ADM 6274, ADM 6286 cannot be combined for units.",ADM6286
ADM,6287,Business Intelligence Technologies and Big Data Analytics for EBT (1.5 unit),"Business Intelligence (BI) as a concept; review of major BI tools and methods; identification of the right types of BI for different types of decision making environments; introduction to Big Data; business applications of Big Data; review of the supporting technologies such as data bases and data warehouses and Big Data Platforms for integrating structured and unstructured data including Hadoop, sandbox analytics; Streaming Analytics, and advances in data warehousing appliances that accelerate analytics. Courses ADM 6275, ADM 6287 cannot be combined for units.",ADM6287
ADM,6301,Multivariate Methods in Management,"Analysis and practice of commonly used multivariate statistical models, their characteristics, advantages, and limitations. Multiple regression analysis, analysis of variance and covariance, principal component analysis, factor analysis, discriminant analysis. Illustration of management problems through practical examples and hands-on experience with large-scale statistical analysis computer packages.",ADM6301
ADM,6302,Business and Economic Forecasting,"Quantitative and qualitative techniques and models for forecasting in business and economics. Time series analysis, Box-Jenkins analysis, econometric models, subjective assessment techniques, technology forecasting, future methods. Case studies and computer software are used extensively.",ADM6302
ADM,6311,Public Management and Administration in Canada,"Basic functions and techniques used in the administration of public sector programs in Canada, the major differences and similarities between public and private sector management; detailed knowledge of the procedures, problems and opportunities in public sector management.",ADM6311
ADM,6315,Project and Program Evaluation,"Theory and practice of the evaluation of projects and programs. The techniques covered include benefit-cost analysis, cost effectiveness, tests of social soundness and political viability. Special emphasis is placed on performance criteria.",ADM6315
ADM,6316,Issues in Public Policy and Administration,"Allows more in-depth coverage of the issues raised in earlier courses. It is divided in three sections dealing with specific contemporary issues in economic policy, social policy and administrative policy.",ADM6316
ADM,6319,Management of Trade Policy,"Principles and constraints of decision-making in international trade policy; emphasis on the management, implementation, and effects of Canadian trade policies both on a global scale and at the industry level and on the interaction between government and business.",ADM6319
ADM,6320,Marketing Research,"Research tools, research methods, design of experiments, and surveys, gathering, analysis and interpretation of market-related data.",ADM6320
ADM,6321,Services Marketing,"Relationship between the marketing actions of a firm and the needs of society. Application of marketing tools to solve problems of profit and non-profit service organizations. Topics include social and ethical responsibilities, promotion and public conscience, tourism, and health services.",ADM6321
ADM,6322,Consumer Behavior,"Behavioural sciences applied to the consumer. Motivation, subliminal image, gestalt theory, risk taking behaviour, adoption processes, attitudes, brand loyalty, as well as the sociological and cultural aspects of behaviour.",ADM6322
ADM,6323,Promotional Management,"Theory and practice of advertising, personal selling and sales promotion. Analysis of media and publicity budgets, planning of promotional campaigns, utilization of research findings, evaluation of advertising effectiveness, and management of sales force.",ADM6323
ADM,6324,Marketing Strategy,"Synthesis course. Approaches and techniques for formulating marketing objectives, identifying alternative strategies, preparing the marketing plan, implementing and controlling the plan.",ADM6324
ADM,6325,International Marketing,Assessment of the firm's internationalization potential. Market segmentation and selection. Methods and techniques for foreign market research. Global marketing-mix strategies. International expansion strategies. Issues in export marketing. Organizing and planning for global marketing.,ADM6325
ADM,6326,Industrial and Technology Marketing,"Formulation and implementation of decisions that have the greatest leverage in creating competitive advantages for an industrial firm. Topics addressed include profit and non-profit organizational buying behaviour, product strategy, innovation strategy, promotion strategy, pricing strategy and penetration of international markets. Particular attention will be given to the marketing of high technology products.",ADM6326
ADM,6330,Organization Design,"A contingency perspective on constructing and changing an organization's structure under different conditions to achieve the organization's goals. Important underlying concepts covered include the organization's environment, technology, strategy, and its link to structural options; organization growth and decline, information processing and control, organization decision-making and effectiveness, organization learning and renewal.",ADM6330
ADM,6331,Managing Organizational Change,"Changing organizations from a consulting perspective, organizational entry and contracting, consultant-client relations, data collection, diagnosis and feedback, evaluation of organization development interventions.",ADM6331
ADM,6332,Industrial Relations,"Theories of industrial relations and labour movement, structure and functions of labour organizations, union-management relations, employer-employee relations, legislation regulating union-management relations, negotiations and outcomes, contract administration, causes and prevention of industrial conflict.",ADM6332
ADM,6335,Performance Management,"Focus on managing and improving performance; performance and organizational effectiveness; setting performance targets; performance measurement, performance and productivity; performance appraisal; group performance measures, performance for quality and results; rewarding for performance.",ADM6335
ADM,6336,Employment and Pay Equity,"Equity and organizational effectiveness, labour force diversity, supply of skilled personnel, human resources information systems and forecasting, human resources development, pay differentials, job evaluation and pay adjustment, Employment Equity and Pay Equity Legislation in Canada.",ADM6336
ADM,6340,Accounting for Managerial Planning and Control,"Accounting information and resource allocation, development and implementation of planning and control systems; the environment, the structure, transfer pricing. Planning and control in multinational firms, in not-for-profit organizations and in service organization.",ADM6340
ADM,6342,Corporate Accounting and Financial Analysis,"Understanding published corporate financial statements, the development of concepts and principles for the analysis of financial reporting issues: the foundations of financial statements, assets evaluation and income measurement, financial statement and accounting policies, financial statement analysis and financial and investment decisions.",ADM6342
ADM,6343,Tax Policy and Management,"Qualitative characteristics of tax systems, liability for tax, employment income including deferred compensation, business income and capital cost allowances, taxable capital gains and allowable capital losses, other inclusions and deductions, personal taxable income and taxes payable, corporate taxable income and taxes payable, corporate taxation and management decisions.",ADM6343
ADM,6344,"Auditing-Internal, External and Comprehensive","Principles of auditing, internal and the external audit functions. Strengths and weaknesses, dependency and interdependency, and the evolution of the audit function. Comprehensive auditing.",ADM6344
ADM,6350,Corporate Finance,"Elements of portfolio analysis and asset pricing, capital budgeting under uncertainty, capital structure theory, dividend policy, applications of options to corporate finance, and leasing.",ADM6350
ADM,6351,Management of Fixed Income Securities,"Markets for debt instruments, interest rates and yield curves, bond valuation, fixed income derivative securities, interest rate swaps, bond portfolio management and immunization, and asset and liability management.",ADM6351
ADM,6353,Financial Instruments and Investment Strategies,"Securities markets, common and preferred equity, options and convertibles, commodity and financial futures, mutual funds, portfolio management and performance measurement.",ADM6353
ADM,6354,International Corporate Finance,"International financial environment, foreign exchange markets, international money and capital markets, exchange rate determination, currency swaps, and currency and interest rate exposure management.",ADM6354
ADM,6357,"Options, Futures and Derivative Securities","Design of arbitrage portfolios for asset valuation, risk neutral valuation, option pricing models, convertible securities and warrants, forward contracts and futures, option strategies, and use of derivative securities in portfolio management.",ADM6357
ADM,6358,Real Estate Investment and Finance,"Nature of investment in real estate property, valuation, risk, and income of real estate investments, methods of financing real estate transactions, structure of the mortgage market and role of financial institutions, and influence of the government on the real estate market.",ADM6358
ADM,6362,Project Management,"The project cycle; identification of need and initial design, evaluation of proposal, the end of the project, planning and execution of operation, the human and organizational dimensions of project management. Major cases to illustrate concepts.",ADM6362
ADM,6365,Business Law,"Legal framework of business. The legislative framework applicable to the different types of business enterprises (sole proprietorship, partnership, corporation), the system of protection of Canadian business enterprises, legislation related to foreign investment, federal and provincial legislation and manufactured products, advertising packaging and labelling, consumer protection, warranties at both the manufacturing and retail sales levels.",ADM6365
ADM,6367,Technology Policy and Research and Development Management,"The relationship between R and D and economic progress; elements of the Canadian policy on technology; R and D activities in the private and public sectors; government incentives and support programs; comparison with the policie of other industrial countries; technology planning and R and D management in a Canadian setting: technology forecasting; staffing, structure, strategy and support for R and D.",ADM6367
ADM,6368,Starting a Small Business,"The importance of small business in Canada. Design of the business plan essentials, competition, planning, and financials. Startup, buying, or franchising the venture. Presentation and negociation of the plan with financiers.",ADM6368
ADM,6373,Business Telecommunication Systems,"Concepts of voice, data, image and video communications and their integration into local and long distance networks. Business communication systems examples.",ADM6373
ADM,6376,Information Systems for Decision-Making,"Main information systems at the higher levels of the organization: executive systems, strategic systems (inter-organizational systems, cooperative systems), decision support systems, group decision support and expert systems. Practical examples from the private sector and government.",ADM6376
ADM,6377,Planning and Development of Information Systems,"Management issues associated with the planning, development, and maintenance of information systems; methods and tools for systems planning and development; project management techniques and tools for information systems development with a life-cycle approach; methods and tools for systems maintenance.",ADM6377
ADM,6381,Managing Technological Risk,"Common framework for the analysis of new technologies including nuclear energy, hazardous materials, new drugs, food additives. Multi-attribute decision analysis and societal preferences, the economics of risk management.",ADM6381
ADM,6382,Management Analysis and Control of Production Systems,"Efficient production of goods and services through the obtention, organization and transformation of inputs. Role of the production manager, facility and production planning, layout planning, inventory systems and quality control, supply and delivery.",ADM6382
ADM,6383,Mathematical Programming,Formulation and solution of decision problems in management. Linear programming methods and duality theory. Network optimization. Elements of integer and non-linear programming.,ADM6383
ADM,6392,Directed Readings in Administration II,"Advanced study in an area of administrative sciences. Under the guidance of a professor, the student will select topics and investigate the area. A major term paper will be expected from the student.",ADM6392
ADM,6393,Seminar in Administration I,"A seminar on the problems of competition policy, regulation policy and the general interaction of law and economic measures.",ADM6393
ADM,6395,Seminar in Administration III,Every year the University of Ottawa competes in several national and international MBA Case Competitions. This course prepares students for participation in these competitions. Entry into this course is limited and students will compete for placements. Only students who participate in the mini-case competitions schedule early September and are selected by the judges will be able to register to the course.,ADM6395
ADM,6396,Seminar in Administration IV,The seminars will focus on issues in administrative studies. The focus of these seminars should be expected to change from year to year.,ADM6396
ADM,6420,Electronic Marketing (1.5 unit),"Fundamentals of using the Internet for marketing tasks. Strategic implications of the Internet for Marketing. Marketing models for Electronic Commerce. Customer retention, customization, value-based pricing, branding, advertising in the context of Electronic Commerce. WWW and the pricing, promotion and distribution of goods.",ADM6420
PSY,1101,Introduction to Psychology: Foundations,"Object and method of psychology.  Historical perspective. Nervous system, consciousness.  Sensory processes, perception, cognition, memory, language, and thought.  Emotions, motivation. Learning.",PSY1101
PSY,1102,Introduction to Psychology: Applications,"Heredity, environment, and human development. Intelligence. Personality. Mental health, abnormal behaviour and therapeutic approaches. Social psychology.",PSY1102
PSY,2105,Child Development,"Physical, cognitive, linguistic, emotional and social development in childhood studied from different empirical and theoretical perspectives in psychology. Current research in child development.",PSY2105
PSY,2106,Quantitative Methods in Psychology I,"Descriptive statistics: frequency distributions, measures of central tendency and variability, normal curve, correlation and regression. Introduction to inferential statistics: hypothesis testing, t-test and chi-square. Application to psychology.  Leads to PSY 2116.",PSY2106
PSY,2110,Social Psychology,"Social perception, attitudes, prejudice, interpersonal attraction, social influence, aggression, groups and leadership. Current research in social psychology.",PSY2110
PSY,2114,Lifespan Psychology,Developmental psychology from birth to old age.,PSY2114
PSY,2116,Quantitative Methods in Psychology II,"Statistical inference:  simple and complex analysis of variance, multiple comparisons, trend analysis, power and covariance analysis. Application to psychology.",PSY2116
PSY,2174,Research Methods and Ethics,Methodology and ethics of research. Research protocol. Experimental and non-experimental designs. Documentation. Writing style. Current research illustrating the different protocols employed across subfields of psychology.,PSY2174
PSY,2301,Biological Foundations of Behaviour,Fundamentals of genetics and cytology. Elements of neurophysiology and physiological methods. Evolutionary development and organization of mammalian nervous system. Basic neuroanatomy. Neurochemical aspects of behaviour. Methods and techniques in physiological psychology. Sensory and motor systems and associated pathways. Current research in biological foundations of behavior.,PSY2301
PSY,2391,Special Topics in Psychology I,Examination of a particular topic in psychology. Content and format will vary depending on professor.,PSY2391
PSY,3101,The Psychology of Death and Dying,The psychology of the dying process. Denial of and vulnerability to death in contemporary times. Normal and problematic grief. Psychological aspects of the funeral. Current research in psychology of death and dying.,PSY3101
PSY,3102,Interpersonal Relationships,Verbal and non-verbal communication. Theory and research of interpersonal relationships. Intercultural communication. In-class laboratory exercises and preparation of individual projects. Current research in interpersonal relationships.,PSY3102
PSY,3103,Learning and Conditioning,Learning phenomena. The conditions of learning and their consequences. Current research in learning and conditioning.,PSY3103
PSY,3105,The Psychology of Adolescence,"Physical, emotional, social, moral and intellectual development of the adolescent. Problems in the development of personal, social and sexual maturity. Current research in the psychology of adolescence.",PSY3105
PSY,3108,Perception,"The problem of perception. Nature of perceptual phenomena. Principles of perception. Psychological, physiological and philosophical aspects. Course includes laboratory activities. Current research in perception.",PSY3108
PSY,3109,Social Motivation,"Theories of motivation. Emotions as motives and indicators of motivational states. Self-efficacy, success expectancy, and outcome importance in motivated behaviour. Gender differences. Motivational bases of current concerns: obesity, phobias, self-handicapping, over achievement behaviours. Current research in social motivation.",PSY3109
PSY,3121,Psychology of Women,"Theoretical and methodological issues concerning women. Sexual dimorphism, biology and socialization experiences. Gender stereotypes. Familial, occupational, and other societal roles. Identity and self-concept in relation to social norms. Mental health and well-being. Violence against women. Current research in psychology of women.",PSY3121
PSY,3122,Human Sexual Behaviour,"Fundamental questions about human sexual behaviour. Biological bases of human sexuality. Development and manifestations of human sexual behaviour. Sexuality and culture, current trends. Current research in human sexual behaviour.",PSY3122
PSY,3123,The Psychology of the Family,"Relationships, separation, divorce, remarriage and step-parenting. Childlessness, infertility, pregnancy. Caring. Poverty. Abuse of children, spouse or elders. Balancing work and family. Psychopathology and treatment. Current research in the psychology of the family.",PSY3123
PSY,3124,Industrial and Organizational Psychology,"Selection, placement and training; work motivation, morale and job satisfaction; leadership, supervision and decision-making; job analysis and evaluation; work environment and the organization. Current research in industrial and organizational psychology.",PSY3124
PSY,3126,Cross-Cultural Psychology,"Definition of culture. Impact of culture on psychological processes (e.g., cognitive development, sensation and perception, social behaviour). Communication across cultures. Ethnic relations in a multicultural society. Psychological effects of culture change. Mental health and well-being among immigrants and refugees. Culture-centred assessment and psychotherapy. Current research in cross-cultural psychology.",PSY3126
PSY,3128,The Psychology of Ageing,"Psychological processes of late adulthood. Sensory processes, attention, memory, learning, intelligence, personality, interpersonal relationships, coping strategies, mental health issues, depression, dementia, interventions of the clinical psychologist. Current research in the psychology of ageing.",PSY3128
PSY,3132,Special Topics in Social Psychology,Study of various themes in social psychology.  The content may change from year to year.  There is a research component in the course.,PSY3132
PSY,3135,Social Development of the Child,"Study of children's social relationships and social interactions from infancy to puberty. Influence of the family, home, school, peers, and society on the development of children as social beings. Current research in social development of the child.",PSY3135
PSY,3136,Language Development,"Language development from the prenatal period to adulthood, the development of the components of language from speech perception to complex grammar, the theoretical approaches to language acquisition, and the processes that underlie both typical and atypical language development. Interactions between cognitive, social, and linguistic development. Current research in language development.",PSY3136
PSY,3142,Drugs and Behaviour,"Behavioural pharmacology, psychotropic drugs, drug classes, therapeutic indications, abuse potential, societal impact of drugs. Current research in drugs and behaviour.",PSY3142
PSY,3171,Psychopathology,"An introduction to the study of psychological disorders: causes, assessment, and treatment. Integration of biological, psychological, and social perspectives. Current research in psychopathology.",PSY3171
PSY,3173,Forensic Psychology,Introduction to the study of individual human behaviour as it relates to law and justice systems. Current research in forensic psychology.,PSY3173
PSY,3174,Psychology of Postsecondary Education,"Empirical research and preventive approaches in psychology of postsecondary education. Challenges and obstacles during the transition from high school to postsecondary education. Risk and protective factors. Academic success, perseverance, retention, and dropout. Course includes laboratory activities.",PSY3174
PSY,3301,Behavioural Neuroscience,"Neural communication and synaptic integration. Biochemistry and pharmacology of synaptic transmission. Brain mechanisms underlying reward and punishment, aggression, memory and sleep-waking processes.",PSY3301
PSY,3303,Personality,Major theories in personality. Main schools of thought and study of general characteristics of each theory. Leading representative of each school. Current research in personality.,PSY3303
PSY,3306,Psychosocial Aspects of Health,"Review of the applications of psychology to the health domain with respect to commonly used theoretical models, methods, research findings and evidence-based intervention. Notions of epidemiology, etiology, intervention and prevention are covered within a biopsychosocial model of mental and physical health. Illustrations will be illness-based (cancer, diabetes, etc) and risk-factor based (obesity, poverty, etc). Current research in psychosocial aspects of health.",PSY3306
PSY,3307,Psychometric Methods,"The rationale and problems of psychometric methods.  Test construction and item analysis.  Psychometric properties of tests: reliability, validity and standard error.  The different types of norms. Intelligence, aptitude, interest and personality: Tests and models.",PSY3307
PSY,3377,Cognition,Introduction to contemporary cognitive psychology. Origin of cognitive and symbolic processes. Historic foundations. Acquisition of various kinds of knowledge. Analysis of cognitive strategies. The course includes laboratory activities. Current research in cognition.,PSY3377
PSY,3378,Cognitive Development,"Development of children s cognitive abilities beginning in infancy and progressing through the preschool and early school years. Theories of cognitive development including Piagetian, Vygotskyan, information-processing, and theory-theory. Development of reasoning about the physical world, representational skills, memory, planning and problem-solving, language, and social cognition. Current research in cognitive development.",PSY3378
PSY,3391,Special Topics in Psychology II,Examination of a particular topic in psychology. Content and format will vary depending on professor.,PSY3391
PSY,4105,Psychological Disorders Among Children and Adolescents,"The course presents general concepts of psychopathology within the context of normative child development processes. An overview is provided of the major psychological disorders of childhood and adolescence, including their features and the interventions used to help overcome them. Current research in psychological disorders among children and adolescents.",PSY4105
PSY,4110,Directed Reading in Psychology,Readings conducted under the supervision of a professor in order to develop the knowledge of a particular aspect in the study of psychology. Registration for directed readings is limited and must be approved by the undergraduate program director in keeping with modalities approved by the Faculty.,PSY4110
PSY,4122,Advanced Studies in Human Sexuality,"Sexual values, culture and the media; relationship status and sexual lifestyles; gender role norms and the transgendered; sexual problems across the life cycle; sexuality and disability. Current research in advanced studies in human sexuality.",PSY4122
PSY,4127,Psychological Assessment,"Construction of standardized tests. Intelligence, aptitude, achievement, personnel selection, interest tests; projective and inventoried personality measures. Use of tests which are not subject to professional restrictions.",PSY4127
PSY,4130,History and Systems of Psychology,Philosophical and scientific background of psychology. Birth of scientific psychology and its development.,PSY4130
PSY,4134,Community Psychology,"History and definition. Community perspective on mental health, social intervention, prevention, health promotion and research methods. Role of community psychologists. Current research in community psychology.",PSY4134
PSY,4173,Seminar in Cognitive Psychology Research,"In this seminar, students undertake an extensive examination of theoretical problems in the fields of vision, spatial processing, learning, memory, attention, object recognition, or face recognition. Critical examination of scientific literature dealing with these topics and proposition of research strategies that would provide solutions to these theoretical problems.",PSY4173
PSY,4174,Seminar in Evolutionary Psychology,"Animal and human evolution, natural selection and adaptation. Sexual differentiation, brain and behaviour: foraging behaviour, parental investment and strategies, male-female relationships and mate choice, polyandry and polygyny, parent-offspring conflict, cooperation and altruism. Current research in evolutionary psychology.",PSY4174
PSY,4180,Human Neuropsychology,"Physiological basis for the major motor, perceptual and cognitive brain systems. Case studies of the major syndromes associated with focal lesions of the brain and overview of the methods used to delineate the functional impairments and sparing following brain insults. Current research in human neuropsychology.",PSY4180
PSY,4181,Psychological Factors in the Workplace,"Examination of complex multilevel interactions by which work related psychological processes impact psychological health, motivation, and performance of individuals and groups in the work domain. Current research in psychological factors in the workplace.",PSY4181
PSY,4276,Honours Thesis (6 units),"Development, execution and report of a major approved research project carried out under supervision of a professor. Reserved for students enrolled in the Honours programs in psychology. Registration is limited by the modalities approved by the Faculty.",PSY4276
PSY,4302,Laboratory in Physiological Psychology,"Lectures on research methods in behavioural neurobiology. Series of experiments in this field. The laboratories may include brain surgery, intracranial stimulation, behavioural pharmacology and neurophysiology. Current research in laboratory in physiological psychology.",PSY4302
PSY,4310,Directed Research in Psychology,"Completion, individually or in a small group, of a research project under the supervision of a professor. This course allows for the application of already acquired abilities and the acquisition of new knowledge related to performing research. Registration for directed research is limited and must be approved by the undergraduate program director in keeping with modalities approved by the Faculty.",PSY4310
PSY,4327,Sleep and Dreams,"Sleep and dreams in the context of physiology and psychological adaptation. Functions of sleep. Sleep disorders and their treatment. Theories of dream functions. Dreams, health, personality and consciousness. Course includes laboratory activities (e.g., sleep-lab experiment or dream analysis lab).",PSY4327
PSY,4371,Special Topics in Psycho- Pathology,The study of various themes in abnormal psychology. The content may change from year to year.,PSY4371
PSY,4372,Clinical Psychology,"Roles, practices and ethical issues in clinical psychology.  Assessment. Forms of intervention across modalities (individual, group, marital, family) and orientations (behavioural, psychodynamic, humanistic, systemic).  Role of research.",PSY4372
PSY,4391,Special Topics in Psychology,Examination of a particular topic in psychology.  Content and format will vary depending on professor.,PSY4391
PSY,5023,Practicum de recherche de niveau maîtrise / Master's Level Research Practicum (1-99 crédit / 1-99 unit),Formation pratique : chaque période de 30 heures équivaut à 1 crédit. / Practical training: each 30 hour period is equivalent to 1 unit.,PSY5023
PSY,5102,Applied Psychopathology,"Major conceptual and empirical issues in the field of psychopathology. Contemporary diagnostic systems and procedures (e.g., DSM).",PSY5102
PSY,5103,Fundamentals or Behavioural Neuroscience,"Critical analysis of research trends in behavioural neuroscience and of the relations between neuroanatomy, functional systems, and complex behaviours (e.g., spatial orientation, memory, language, reasoning).",PSY5103
PSY,5104,Integration Seminar in Program Evaluation,"Integration of program evaluation practice, research and theory leading to a written report related to advances in program evaluation practice and theory.",PSY5104
PSY,5105,Fundamentals of Cognitive Psychology,"Critical analysis of research trends in cognitive psychology. Topics to include cognitive architectures and their underlying principles, the interpretation of sensory signals, attention, memory, language, mental computation, reasoning and problem-solving.",PSY5105
PSY,5111,Theories of Personality,"Contemporary personality theory and research concerning the structure, heritability, social and biological determinants, and social and psychiatric manifestation of fundamental personality traits.",PSY5111
PSY,5113,Fundamentals of Social Psychology,"Critical analysis of research trends in contemporary social psychology . Topics to include the units of analysis in social psychology, social influence, formation and functions of attitudes, stereotypes, social motivation, leadership, social organizations, and inter-group relations.",PSY5113
PSY,5114,Fundamentals of Developmental Psychology,"Critical analysis of research trends in developmental psychology. Topics to include current issues in emotional, cognitive, and social development during childhood and adolescence and an evaluation of current conceptualizations, measurement techniques, and research methodologies.",PSY5114
PSY,5120,Advanced Statistics in Psychology: Univariate Data Analysis,"Topics covered include general linear approaches to analysis of variance and covariance, basic assumptions of parametric techniques, expected mean square and error term selection, multiple comparison and trend procedures, power of statistical tests. Attention to be paid to selected factorial designs including repeated measures, regression, and log-linear analyses.",PSY5120
PSY,5121,Advanced Statistics in Psychology: Multivariate Data Analysis,"Principles of multivariate statistics in general, and of those of multiple regression, discriminant function analysis, multivariate analysis of variance and canonical correlation, in particular. Each statistical procedure to be accompanied by required computer application work involving major statistical packages.",PSY5121
PSY,5125,Principles of Neuropsychology,"Focus on understanding brain behaviour relationships by examining major neurobehavioural syndromes and associated neuropsychological deficits. Review of the current theoretical assumptions underlying the syndromes. Topics include: history and principles of neuropsychology, gross neuroanatomy and neuropathology, aphasia, apraxia, agnosia, alexia, agraphia, visuo-spatial/perceptual/construction disorders, attention/neglect, memory and learning, limbic system functions, callosal syndromes, and executive functions.",PSY5125
PSY,5133,Clinical Research Methods,"General research principles as they apply to research with clinical populations and to research on clinical services. Strategies for enhancing both the internal and external validity of research. Sampling, measurement, statistical power, and the selection of appropriate research designs.",PSY5133
PSY,5158,Research Practicum in Social and Interpersonal Relations,Current research in assertion and social skills training is studied through student and staff participation in research projects.,PSY5158
PSY,5202,Psychodiagnostic Assessment of Adults and Children (6 units),"Assessment of intellectual, behavioural and emotional functioning of children and adults. Administration, scoring, and interpretation of selected instruments. Integration of data for communication of assessment findings to clients and others (e.g., parents, teachers).",PSY5202
PSY,5207,Psychological Intervention and Consultation (6 units),"Development of basic intervention skills. Models of psychological intervention. Consultation with individuals, organizations, and systems.",PSY5207
PSY,5424,Contemporary Issues and Professional Skills in the Psychological Sciences (6 units),"Critical examination of contemporary issues and methodological approaches in the psychological sciences from the perspective of multiple research traditions, as well as the development of professional skills. In-class activities include lectures in each of the program's four areas of study (behavioural neuroscience, cognitive, developmental, and social/community). Professional skills modules and workshops about future career possibilities.",PSY5424
PSY,6002,Practicum en recherche appliquée / Practicum in Applied Research,"Ce practicum de recherche doit se dérouler dans un milieu de recherche appliquée (ex. industrie pharmaceutique ou de haute technologie, service de gestion des ressources humaines, milieu hospitalier ou scolaire). On reconnaît aux étudiants un total de 90 heures de travail dans un ou plusieurs projets de recherche liés à leur domaine de spécialisation. Ce practicum constitue une approximation d'un système co-op et fournit aux étudiants l'occasion de profiter d'une expérience dans le marché du travail et de mettre à l'épreuve la pertinence de leurs connaissances et de leurs habiletés. / This research practicum is to take place in an applied research setting off campus (e.g. pharmaceutical or high-technology industry, human resources management service, hospitals or school setting). Students are credited for a total of 90 hours of work on one or several research projects related to their area of expertise. This practicum is intended as an approximation of a co-op system whereby students have the opportunity to gain some experience in the work force and test the relevance of their knowledge base and skills.",PSY6002
PSY,6007,Practicum clinique / Clinical Practicum (1-99 crédit / 1-99 unit),Formation pratique : chaque période de 30 heures équivaut à 1 crédit. / Practical training: each 30 hour period is equivalent to 1 unit.,PSY6007
PSY,6008,Practicum clinique externe / External Clinical Practicum (1-99 crédit / 1-99 unit),Formation pratique : chaque période de 30 heures équivaut à 1 crédit. / Practical training: each 30 hour period is equivalent to 1 unit.,PSY6008
PSY,6009,Practicum clinique externe avancé / Advanced External Clinical Practicum (1-99 crédit / 1-99 unit),Formation pratique : chaque période de 30 heures équivaut à 1 crédit. / Practical training: each 30 hour period is equivalent to 1 unit.,PSY6009
PSY,6010,Practicum clinique interne avancé / Advanced Internal Clinical Practicum (1-99 crédit / 1-99 unit),Formation pratique : chaque période de 30 heures équivaut à 1 crédit. / Practical training: each 30 hour period is equivalent to 1 unit.,PSY6010
PSY,6022,Stage consult.-clinique psychologie / Stage consult.-clinique psychologie (1-99 crédit / 1-99 unit),Formation pratique : chaque période de 30 heures équivaut à 1 crédit. / Practical training: each 30 hour period is equivalent to 1 unit.,PSY6022
PSY,6032,Stage aux hôpitaux / Hospital Internship (1-99 crédit / 1-99 unit),Formation pratique : chaque période de 30 heures équivaut à 1 crédit. / Practical training: each 30 hour period is equivalent to 1 unit.,PSY6032
PSY,6042,Practicum en recherche fondamentale / Practicum in Basic Research,"Conception et exécution, sous la direction d'un ou deux professeurs, d'un projet de recherche en dehors du domaine général de la thèse. Rédaction d'un article pour publication sur le projet incluant une analyse critique de la littérature scientifique pertinente. Noté S (satisfaisant) ou NS (non satisfaisant). / Under the guidance of one or two professors, design and implementation of a research project outside of the general area of the thesis. Preparation for publication of a paper based on the project, including a critical review of the relevant scientific literature. Graded S (Satisfactory) / NS (Not satisfactory).",PSY6042
PSY,6102,Social Development,"A review of current issues in the literature on social development in childhood. Topics to include the development of attachment, influence of parents and peers, social competence, and social cognition.",PSY6102
PSY,6103,Socialization and Individual Differences,"Review and critical evaluation of theoretical models and empirical research in the study of socialization, gender differences, and other individual differences during childhood and adolescence.",PSY6103
PSY,6105,Factor Analysis in Psychological Research,"Focus on the underlying rationale, conceptual understanding, basic design requirements, mathematical/inferential procedures, and range of applications related to both exploratory and confirmatory factor analyses. Students are introduced to both the LISREL and EQS statistical packages and each factor analytic example studied is accompanied by required computer application work.",PSY6105
PSY,6106,Evaluation of Psychotherapy and Behaviour Change,Historical perspectives and experimental designs in behaviour change research. Evaluation of therapy research. Evaluation of therapeutic outcomes. New directions in behaviour change research.,PSY6106
PSY,6107,Clinical Applications of Interpersonal Theory,Survey of the major interpersonal theories and introduction to the major assessment tools associated with these approaches. Applications of interpersonal theory to the treatment of specific clinical problems.,PSY6107
PSY,6109,Neurobehavioral Determinants of Motivation,"Seminars on biological motivation, from behaviours essential to homeostasis to hedonic experiences, and on its roots from ontogenic evolvement to phylogenic development. The goal will be to describe the physiological mechanisms underlying individual behaviours and the governing principles that unify them.",PSY6109
PSY,6113,Rehabilitation Psychology,"Introduction to the roles and functions of psychologists in medical rehabilitation and other rehabilitation settings, to acquaint students with the major assessment, intervention, and evaluation issues posed by chronic illness, disability, and handicaps.",PSY6113
PSY,6114,Cognitive Psychophysiology,"Seminars on the neurophysiology of human behaviour. Selected topics for discussion include basic EEG and evoked potential recording techniques, measurement and analysis of EEG (e.g., filtering, spectral analysis), sensory and cognitive evoked potentials and their component structure, the timing of mental events, sources of influence on evoked potentials (e.g., attention, consciousness, lexical-semantic processing).",PSY6114
PSY,6115,Evolution of the Mind,"Review of the historical foundation, concepts and principles associated with the evolution of the mind. Topics to include the evolution of cognitive abilities (e.g., memory, decision-making, language and communication) and social behaviour (e.g., cooperation, competition, aggression, parental behaviour, mate selection).",PSY6115
PSY,6116,Community Psychology,"Study of the socio-historical context of community psychology. Values, paradigms, and objectives of community psychology. Community mental health, primary prevention, and intervention strategies.",PSY6116
PSY,6117,Comparative Cognition,"Examination of the goals of comparative analysis of cognitive processes and the contribution of behavioural ecologists to the study of cognition in non-human species.  Topics to include the dynamics of choice and timing, memory and place learning, and concept formation.",PSY6117
